"","Dt","DE_SIN","Gn","DNA","Exp","Imp","years","meses","dias_sem","year_month","dia_mes"
"2602",2007-02-14,151193460.49,154764597.13,173080,3744216.64,NA,2007,"2","miércoles",feb. 2007,28
"2603",2007-02-15,150800331.03,154495326.77,56530,3843133.74,91608,2007,"2","jueves",feb. 2007,28
"2604",2007-02-16,150596897.27,154359263.27,131810,3894176,NA,2007,"2","viernes",feb. 2007,28
"2605",2007-02-17,140535120.31,144392448.31,119440,3976768,NA,2007,"2","sábado",feb. 2007,28
"2606",2007-02-18,124940836.95,128532409.15,30100,3621672.2,NA,2007,"2","domingo",feb. 2007,28
"2607",2007-02-19,145141553.97,148730671.03,26700,3615817.06,NA,2007,"2","lunes",feb. 2007,28
"2608",2007-02-20,147627614.07,151256179.96,61630,3690195.89,NA,2007,"2","martes",feb. 2007,28
"2609",2007-02-21,149996983.37,153934793.37,101070,4038880,NA,2007,"2","miércoles",feb. 2007,28
"2610",2007-02-22,150864473.09,154656609.09,346360,4138496,NA,2007,"2","jueves",feb. 2007,28
"2611",2007-02-23,150633578.12,154842522.12,14480,4223424,NA,2007,"2","viernes",feb. 2007,28
"2612",2007-02-24,143365165.98,147125155.48,14410,3774399.5,NA,2007,"2","sábado",feb. 2007,28
"2613",2007-02-25,127952156.9,130973960.9,244660,3266464,NA,2007,"2","domingo",feb. 2007,28
"2614",2007-02-26,149834103.91,152910709.91,120930,3197536,NA,2007,"2","lunes",feb. 2007,28
"2615",2007-02-27,152879678.2,156066624.25,74000,3260946.05,NA,2007,"2","martes",feb. 2007,28
"2616",2007-02-28,152567203.89,155843493.89,22110,3298400,NA,2007,"2","miércoles",feb. 2007,28
"2617",2007-03-01,151635298.34,154932190.07,65000,3361891.73,NA,2007,"3","jueves",mar. 2007,31
"2618",2007-03-02,151957559.95,155206409.95,22670,3271520,NA,2007,"3","viernes",mar. 2007,31
"2619",2007-03-03,144713997.71,147830699.7,155480,3272181.99,NA,2007,"3","sábado",mar. 2007,31
"2620",2007-03-04,128437568.07,130634455.05,282660,2481447.65,1900.67,2007,"3","domingo",mar. 2007,31
"2621",2007-03-05,149121011.71,150996856.71,80840,1957528.58,843.58,2007,"3","lunes",mar. 2007,31
"2622",2007-03-06,151178885.13,154025319.73,55900,2902520.35,185.75,2007,"3","martes",mar. 2007,31
"2623",2007-03-07,151562656.12,154122228.76,196700,2756272.64,NA,2007,"3","miércoles",mar. 2007,31
"2624",2007-03-08,151844551.54,154899911.54,88320,3143680,NA,2007,"3","jueves",mar. 2007,31
"2625",2007-03-09,151791448.22,154847983.1,54440,3110974.88,NA,2007,"3","viernes",mar. 2007,31
"2626",2007-03-10,143877295.51,146901302.96,80860,3104867.45,NA,2007,"3","sábado",mar. 2007,31
"2627",2007-03-11,128449787.6,131689395.6,3400,3243008,NA,2007,"3","domingo",mar. 2007,31
"2628",2007-03-12,150155371.69,153305490.49,4340,3154458.8,NA,2007,"3","lunes",mar. 2007,31
"2629",2007-03-13,151989110.16,155254608.45,68270,3333768.29,NA,2007,"3","martes",mar. 2007,31
"2630",2007-03-14,149988903.38,152343276.68,252410,2606783.3,NA,2007,"3","miércoles",mar. 2007,31
"2631",2007-03-15,149586320.21,148829616.42,384140,NA,372563.79,2007,"3","jueves",mar. 2007,31
"2632",2007-03-16,150753900.22,150231669.86,514790,1042.91,8483.27,2007,"3","viernes",mar. 2007,31
"2633",2007-03-17,142026126.6,143082070.93,376280,1432224.33,NA,2007,"3","sábado",mar. 2007,31
"2634",2007-03-18,125928028.62,128817449.65,108600,2998021.03,NA,2007,"3","domingo",mar. 2007,31
"2635",2007-03-19,128534337.1,131491745.1,12640,2970048,NA,2007,"3","lunes",mar. 2007,31
"2636",2007-03-20,149161371.49,152104261.49,10070,2952960,NA,2007,"3","martes",mar. 2007,31
"2637",2007-03-21,151796687.71,154075633.99,59400,2338346.28,NA,2007,"3","miércoles",mar. 2007,31
"2638",2007-03-22,150753331.77,153606455.77,129340,2982464,NA,2007,"3","jueves",mar. 2007,31
"2639",2007-03-23,150343335.11,153348239.11,100920,3105824,NA,2007,"3","viernes",mar. 2007,31
"2640",2007-03-24,142311315.81,145365647.81,293220,3347552,NA,2007,"3","sábado",mar. 2007,31
"2641",2007-03-25,126443058.67,129689704.67,55690,3302336,NA,2007,"3","domingo",mar. 2007,31
"2642",2007-03-26,146476674.3,149618802.3,45520,3187648,NA,2007,"3","lunes",mar. 2007,31
"2643",2007-03-27,148774523.89,151767705.89,146210,3139392,NA,2007,"3","martes",mar. 2007,31
"2644",2007-03-28,149911578.23,153005526.73,25090,3119038.5,NA,2007,"3","miércoles",mar. 2007,31
"2645",2007-03-29,148910713.68,151909716.94,155620,3154623.26,NA,2007,"3","jueves",mar. 2007,31
"2646",2007-03-30,150511191.31,152481091.54,91870,2062452.58,682.35,2007,"3","viernes",mar. 2007,31
"2647",2007-03-31,142392116.21,144735426.24,91780,2439578.87,4488.84,2007,"3","sábado",mar. 2007,31
"2648",2007-04-01,127893160.22,130773666.22,81190,2961696,NA,2007,"4","domingo",abr. 2007,30
"2649",2007-04-02,145825293.11,148946943.11,49070,3170720,NA,2007,"4","lunes",abr. 2007,30
"2650",2007-04-03,146270639.19,148863596.95,59840,2652797.76,NA,2007,"4","martes",abr. 2007,30
"2651",2007-04-04,142732314.92,143514974.63,58110,847944.57,7174.86,2007,"4","miércoles",abr. 2007,30
"2652",2007-04-05,119465908.8,120901054.03,48170,1493832.59,10517.36,2007,"4","jueves",abr. 2007,30
"2653",2007-04-06,110815530.8,111175931.97,595190,956563.09,971.92,2007,"4","viernes",abr. 2007,30
"2654",2007-04-07,124720163.19,124708158.67,9100,7005.61,9910.13,2007,"4","sábado",abr. 2007,30
"2655",2007-04-08,120868484.47,120968805.36,36700,140490.13,3469.24,2007,"4","domingo",abr. 2007,30
"2656",2007-04-09,145129095.01,146025132.88,74860,1293950.91,323053.04,2007,"4","lunes",abr. 2007,30
"2657",2007-04-10,149582981.13,150407619.46,16340,1242960.22,401981.89,2007,"4","martes",abr. 2007,30
"2658",2007-04-11,151114626.14,151240754.75,80370,767360.22,560861.61,2007,"4","miércoles",abr. 2007,30
"2659",2007-04-12,151666400.9,153597953.99,41910,2066393.37,92930.28,2007,"4","jueves",abr. 2007,30
"2660",2007-04-13,152770788.78,154692626.32,60020,1982357.29,499.75,2007,"4","viernes",abr. 2007,30
"2661",2007-04-14,143743235.26,145629917.67,98470,1987368.67,2216.26,2007,"4","sábado",abr. 2007,30
"2662",2007-04-15,129135020.75,132131318.75,305430,3301728,NA,2007,"4","domingo",abr. 2007,30
"2663",2007-04-16,150700814.96,152731758.01,458600,2489543.05,NA,2007,"4","lunes",abr. 2007,30
"2664",2007-04-17,152274911.35,153895486.63,78850,1702764.69,3339.41,2007,"4","martes",abr. 2007,30
"2665",2007-04-18,150405727.64,151849004.33,41640,1554621.73,69705.04,2007,"4","miércoles",abr. 2007,30
"2666",2007-04-19,151227116,150827247.27,148970,433349.17,684247.9,2007,"4","jueves",abr. 2007,30
"2667",2007-04-20,149653621.6,149255895.28,71690,299214.75,625251.07,2007,"4","viernes",abr. 2007,30
"2668",2007-04-21,140618102.17,140271559.85,157180,162446,351808.32,2007,"4","sábado",abr. 2007,30
"2669",2007-04-22,126041977.68,125158288.8,76900,135966.11,942754.99,2007,"4","domingo",abr. 2007,30
"2670",2007-04-23,147961003.67,148542527.1,217690,1470063.62,670850.19,2007,"4","lunes",abr. 2007,30
"2671",2007-04-24,149665074.27,152035728.94,66970,2437889.06,264.39,2007,"4","martes",abr. 2007,30
"2672",2007-04-25,150126423.39,152267141.93,184830,2325548.54,NA,2007,"4","miércoles",abr. 2007,30
"2673",2007-04-26,146423514.29,128566338.53,17208270,240043.1,888948.86,2007,"4","jueves",abr. 2007,30
"2674",2007-04-27,149964936.54,151348814.12,74750,2223572.69,764945.11,2007,"4","viernes",abr. 2007,30
"2675",2007-04-28,142796726.09,144570118.52,148540,1923796.28,1863.85,2007,"4","sábado",abr. 2007,30
"2676",2007-04-29,127629773.98,127975799.99,28970,377068.01,2072,2007,"4","domingo",abr. 2007,30
"2677",2007-04-30,145463431.19,148706913.64,57630,3301112.45,NA,2007,"4","lunes",abr. 2007,30
"2678",2007-05-01,127912479.04,127962530.74,76540,130415.67,3823.97,2007,"5","martes",may. 2007,31
"2679",2007-05-02,146255095.57,147896120.03,53180,1698394.91,4190.45,2007,"5","miércoles",may. 2007,31
"2680",2007-05-03,148317964.95,152287937.63,15540,3985512.68,NA,2007,"5","jueves",may. 2007,31
"2681",2007-05-04,148554570.4,150815580.98,37520,2300340.81,1810.23,2007,"5","viernes",may. 2007,31
"2682",2007-05-05,140209255.51,139975210.19,279410,53082.22,7717.54,2007,"5","sábado",may. 2007,31
"2683",2007-05-06,127012695.02,124605810.02,54500,49895.12,2402280.12,2007,"5","domingo",may. 2007,31
"2684",2007-05-07,148012819.56,146777441.66,98300,141805.95,1278883.85,2007,"5","lunes",may. 2007,31
"2685",2007-05-08,149934486.71,149072177.62,85160,141249.68,918398.77,2007,"5","martes",may. 2007,31
"2686",2007-05-09,150835085.92,150344364.54,91830,99323.63,498215.01,2007,"5","miércoles",may. 2007,31
"2687",2007-05-10,151565028.95,151763653.59,79620,287484.6,9239.96,2007,"5","jueves",may. 2007,31
"2688",2007-05-11,152742105.76,152588663.89,30120,639777.5,763099.37,2007,"5","viernes",may. 2007,31
"2689",2007-05-12,145428569.1,144520625.45,38420,6664,876187.65,2007,"5","sábado",may. 2007,31
"2690",2007-05-13,123149339.22,121476986.49,52620,702.36,1620435.09,2007,"5","domingo",may. 2007,31
"2691",2007-05-14,149409260.88,148849932.43,54980,7069.01,511417.46,2007,"5","lunes",may. 2007,31
"2692",2007-05-15,154104000.06,157803492.03,115160,3814909.92,257.95,2007,"5","martes",may. 2007,31
"2693",2007-05-16,154404977.91,157755091.91,338750,3688864,NA,2007,"5","miércoles",may. 2007,31
"2694",2007-05-17,153068311.59,153000797.61,245430,183444.8,5528.78,2007,"5","jueves",may. 2007,31
"2695",2007-05-18,151053201.72,150861148.22,322910,131083.41,226.91,2007,"5","viernes",may. 2007,31
"2696",2007-05-19,140748919.77,140795973.32,68870,118712.85,2789.3,2007,"5","sábado",may. 2007,31
"2697",2007-05-20,125436597.55,125554391.75,8300,127913.45,1819.25,2007,"5","domingo",may. 2007,31
"2698",2007-05-21,127619870.48,130386103.31,124490,2894377.09,3654.26,2007,"5","lunes",may. 2007,31
"2699",2007-05-22,146648205.73,147690095.71,60830,1108378.75,5658.77,2007,"5","martes",may. 2007,31
"2700",2007-05-23,150085755.39,154647182.3,64960,4626989.69,602.78,2007,"5","miércoles",may. 2007,31
"2701",2007-05-24,150468808.1,153495014.39,109250,3138352.84,2896.55,2007,"5","jueves",may. 2007,31
"2702",2007-05-25,150717386.53,153849592.19,92850,3225595.93,540.27,2007,"5","viernes",may. 2007,31
"2703",2007-05-26,141761647.7,144520737.7,566190,3325280,NA,2007,"5","sábado",may. 2007,31
"2704",2007-05-27,126555545.68,127617228.15,1316110,2381574.47,3782,2007,"5","domingo",may. 2007,31
"2705",2007-05-28,147472623.34,150408998.98,275030,3212594.28,1188.64,2007,"5","lunes",may. 2007,31
"2706",2007-05-29,147959637.61,150930809.45,181590,3153266.57,504.73,2007,"5","martes",may. 2007,31
"2707",2007-05-30,148796924.01,151610750.24,51040,2867435.24,2569.01,2007,"5","miércoles",may. 2007,31
"2708",2007-05-31,148504125.16,151278695.73,165050,2939620.57,NA,2007,"5","jueves",may. 2007,31
"2709",2007-06-01,147784511.23,150837806.77,49010,3103156.78,851.24,2007,"6","viernes",jun. 2007,30
"2710",2007-06-02,140120519.76,143321802.69,34310,3235592.93,NA,2007,"6","sábado",jun. 2007,30
"2711",2007-06-03,123265788.67,126290994.74,55830,3081978.68,942.61,2007,"6","domingo",jun. 2007,30
"2712",2007-06-04,146775521.16,149779998.8,33400,3039297.95,1420.31,2007,"6","lunes",jun. 2007,30
"2713",2007-06-05,148538280.4,151732790.7,48110,3242740.07,119.77,2007,"6","martes",jun. 2007,30
"2714",2007-06-06,149364420.17,152609976.22,26700,3272256.05,NA,2007,"6","miércoles",jun. 2007,30
"2715",2007-06-07,150614739.1,153649665.32,27000,3061926.22,NA,2007,"6","jueves",jun. 2007,30
"2716",2007-06-08,148997589.79,150158097.24,77520,1246056.12,8028.67,2007,"6","viernes",jun. 2007,30
"2717",2007-06-09,140612505.26,143037139.03,214310,2640575.02,1631.25,2007,"6","sábado",jun. 2007,30
"2718",2007-06-10,124454916.72,124464086.43,7700,50787.86,33918.15,2007,"6","domingo",jun. 2007,30
"2719",2007-06-11,127865201.18,127607453,49640,8549.46,216657.64,2007,"6","lunes",jun. 2007,30
"2720",2007-06-12,149436274.62,149132789.05,20810,37339.83,320015.4,2007,"6","martes",jun. 2007,30
"2721",2007-06-13,151791987.6,152041829.9,54840,541275.33,236593.03,2007,"6","miércoles",jun. 2007,30
"2722",2007-06-14,152192090.74,154480313.82,52750,2340973.08,NA,2007,"6","jueves",jun. 2007,30
"2723",2007-06-15,150838758.64,152353993.09,43330,1560168.79,1604.34,2007,"6","viernes",jun. 2007,30
"2724",2007-06-16,143114940.58,143289287.77,11490,278886.02,93048.83,2007,"6","sábado",jun. 2007,30
"2725",2007-06-17,123071645.24,122838413.67,49710,140162.53,323684.1,2007,"6","domingo",jun. 2007,30
"2726",2007-06-18,125829246.85,125636365.24,40280,21852.84,174454.45,2007,"6","lunes",jun. 2007,30
"2727",2007-06-19,149265768.29,149176832.69,159510,476383.67,405809.27,2007,"6","martes",jun. 2007,30
"2728",2007-06-20,151276738.32,151201318.16,81570,17509.97,11360.13,2007,"6","miércoles",jun. 2007,30
"2729",2007-06-21,152163321.04,152623486.65,62840,528967.1,5961.49,2007,"6","jueves",jun. 2007,30
"2730",2007-06-22,152666588.81,153022624.07,25750,530496.45,148711.19,2007,"6","viernes",jun. 2007,30
"2731",2007-06-23,143510249.51,143662464.68,16100,259627.31,91312.14,2007,"6","sábado",jun. 2007,30
"2732",2007-06-24,126735497,126710150.23,13700,923.33,12570.1,2007,"6","domingo",jun. 2007,30
"2733",2007-06-25,149790962.09,150813323.13,163010,1507340.21,321969.17,2007,"6","lunes",jun. 2007,30
"2734",2007-06-26,152055762.8,152210593.5,24520,356961.69,177610.99,2007,"6","martes",jun. 2007,30
"2735",2007-06-27,151262324.75,151044870.01,36140,55784.5,237099.24,2007,"6","miércoles",jun. 2007,30
"2736",2007-06-28,151138127.78,150843665.71,97210,20422.43,217674.5,2007,"6","jueves",jun. 2007,30
"2737",2007-06-29,150362868.21,149856886.23,21090,4238.07,489130.05,2007,"6","viernes",jun. 2007,30
"2738",2007-06-30,139851144.72,139006725.31,70230,44589.82,818779.23,2007,"6","sábado",jun. 2007,30
"2739",2007-07-01,120909107.17,119708629.38,541130,4924.23,664272.02,2007,"7","domingo",jul. 2007,31
"2740",2007-07-02,125352899.44,123621806.04,409290,84902.16,1406705.56,2007,"7","lunes",jul. 2007,31
"2741",2007-07-03,147992074.76,147796320.64,244180,80572.25,32146.37,2007,"7","martes",jul. 2007,31
"2742",2007-07-04,150230782.15,149980560.3,247110,5338.39,8450.24,2007,"7","miércoles",jul. 2007,31
"2743",2007-07-05,150877859.38,150787580.39,82670,4625.9,12234.89,2007,"7","jueves",jul. 2007,31
"2744",2007-07-06,152077199.79,152041657.17,34550,9346.85,10339.47,2007,"7","viernes",jul. 2007,31
"2745",2007-07-07,143069755.25,143764600.53,7980,707938.83,5113.55,2007,"7","sábado",jul. 2007,31
"2746",2007-07-08,126545958.31,127642895.88,174790,1277142.4,5414.83,2007,"7","domingo",jul. 2007,31
"2747",2007-07-09,148638792.76,151111593.61,111900,2588687.93,3987.08,2007,"7","lunes",jul. 2007,31
"2748",2007-07-10,152371302.76,154570789.2,40200,2247313.58,7627.14,2007,"7","martes",jul. 2007,31
"2749",2007-07-11,152313618.29,156597183.95,100530,4384095.66,NA,2007,"7","miércoles",jul. 2007,31
"2750",2007-07-12,152791156.39,157214261.34,7970,4432267.58,1192.63,2007,"7","jueves",jul. 2007,31
"2751",2007-07-13,153648741.52,158218339.52,64290,4633888,NA,2007,"7","viernes",jul. 2007,31
"2752",2007-07-14,144920129.36,149615373.36,55060,4750304,NA,2007,"7","sábado",jul. 2007,31
"2753",2007-07-15,127861620.77,129258813.77,186400,1612347.11,28754.11,2007,"7","domingo",jul. 2007,31
"2754",2007-07-16,149211830.03,149130713.17,130060,57529.69,8586.55,2007,"7","lunes",jul. 2007,31
"2755",2007-07-17,151021320.5,155136746.84,181990,4297416.34,NA,2007,"7","martes",jul. 2007,31
"2756",2007-07-18,151904743.09,154331116.74,43620,2474407.91,4414.26,2007,"7","miércoles",jul. 2007,31
"2757",2007-07-19,151762612.65,155898270.84,162070,4299084.03,1355.84,2007,"7","jueves",jul. 2007,31
"2758",2007-07-20,132758220.49,137303534.26,30250,4575563.77,NA,2007,"7","viernes",jul. 2007,31
"2759",2007-07-21,135917152.59,140638684.59,49700,4771232,NA,2007,"7","sábado",jul. 2007,31
"2760",2007-07-22,123346816.88,128057920.88,114560,4825664,NA,2007,"7","domingo",jul. 2007,31
"2761",2007-07-23,147394915.13,151918249.35,23210,4547156.55,612.33,2007,"7","lunes",jul. 2007,31
"2762",2007-07-24,150134445.03,153852122.89,133150,3871230.27,20402.41,2007,"7","martes",jul. 2007,31
"2763",2007-07-25,150723907.27,155255619.27,60800,4592512,NA,2007,"7","miércoles",jul. 2007,31
"2764",2007-07-26,152281890.7,156152230.5,58630,3928969.8,NA,2007,"7","jueves",jul. 2007,31
"2765",2007-07-27,152147982.05,156152108.05,91650,4095776,NA,2007,"7","viernes",jul. 2007,31
"2766",2007-07-28,142719491.71,146106833.71,27730,3415072,NA,2007,"7","sábado",jul. 2007,31
"2767",2007-07-29,126943029.41,130976287.41,267190,4300448,NA,2007,"7","domingo",jul. 2007,31
"2768",2007-07-30,149181083.9,152614403.85,113550,3546869.95,NA,2007,"7","lunes",jul. 2007,31
"2769",2007-07-31,151384470.09,153800604.09,51450,2467584,NA,2007,"7","martes",jul. 2007,31
"2770",2007-08-01,151868547.29,154162006.28,33790,2328921.23,1672.24,2007,"8","miércoles",ago. 2007,31
"2771",2007-08-02,153698059.23,155259105.51,242670,1808979.71,5263.43,2007,"8","jueves",ago. 2007,31
"2772",2007-08-03,153532093.12,155781281.12,230300,2479488,NA,2007,"8","viernes",ago. 2007,31
"2773",2007-08-04,143697263.29,144330021.8,76220,727358.37,18379.86,2007,"8","sábado",ago. 2007,31
"2774",2007-08-05,126671868.77,130963832.77,37060,4329024,NA,2007,"8","domingo",ago. 2007,31
"2775",2007-08-06,146640123.31,150290059.31,65520,3715456,NA,2007,"8","lunes",ago. 2007,31
"2776",2007-08-07,132176117.75,134378640.59,4660,2207182.84,NA,2007,"8","martes",ago. 2007,31
"2777",2007-08-08,151004167.35,153532110.88,70580,2599518.5,994.97,2007,"8","miércoles",ago. 2007,31
"2778",2007-08-09,151702056.1,155650304.58,45420,3993668.48,NA,2007,"8","jueves",ago. 2007,31
"2779",2007-08-10,152096119.8,152945645.71,104950,963825.51,9349.6,2007,"8","viernes",ago. 2007,31
"2780",2007-08-11,142117874.83,145948838.83,176140,4007104,NA,2007,"8","sábado",ago. 2007,31
"2781",2007-08-12,126342395.11,126898362.34,27590,596062.94,12505.71,2007,"8","domingo",ago. 2007,31
"2782",2007-08-13,150194420.28,152216094.36,14210,2048559.14,12675.06,2007,"8","lunes",ago. 2007,31
"2783",2007-08-14,151255612.96,150021665.77,240910,136379.46,1129416.65,2007,"8","martes",ago. 2007,31
"2784",2007-08-15,151627060.65,150556142.82,99880,191626.42,1162664.25,2007,"8","miércoles",ago. 2007,31
"2785",2007-08-16,152083680.93,152179074.46,80380,200571.83,24798.3,2007,"8","jueves",ago. 2007,31
"2786",2007-08-17,152214088.97,152173572.94,16320,2800.84,26996.87,2007,"8","viernes",ago. 2007,31
"2787",2007-08-18,142592858.86,142924885.42,237720,593553.9,23807.34,2007,"8","sábado",ago. 2007,31
"2788",2007-08-19,126117242.88,126928302.68,10600,962135.13,140475.33,2007,"8","domingo",ago. 2007,31
"2789",2007-08-20,126760555.42,128086428.39,138600,2417026.93,952553.96,2007,"8","lunes",ago. 2007,31
"2790",2007-08-21,148372940.08,148386002.82,40570,87837.01,34204.27,2007,"8","martes",ago. 2007,31
"2791",2007-08-22,150063587.53,154219151.52,28840,4184792.36,388.37,2007,"8","miércoles",ago. 2007,31
"2792",2007-08-23,151981524.3,156179691.32,4060,4203734.7,1507.68,2007,"8","jueves",ago. 2007,31
"2793",2007-08-24,152706804.83,155102445.48,15100,2411551.55,810.9,2007,"8","viernes",ago. 2007,31
"2794",2007-08-25,142495899.45,144913954.53,43320,2461375.08,NA,2007,"8","sábado",ago. 2007,31
"2795",2007-08-26,125199026.95,127661034.95,179880,2641888,NA,2007,"8","domingo",ago. 2007,31
"2796",2007-08-27,148063962.06,151981524.06,45350,3962912,NA,2007,"8","lunes",ago. 2007,31
"2797",2007-08-28,152305689.98,155757273.25,178060,3630956.49,1313.22,2007,"8","martes",ago. 2007,31
"2798",2007-08-29,151563807.91,154709330.33,124510,3280647.26,10614.84,2007,"8","miércoles",ago. 2007,31
"2799",2007-08-30,150354974.29,154352454.91,69690,4067170.62,NA,2007,"8","jueves",ago. 2007,31
"2800",2007-08-31,150317938.65,152767311.08,26040,2480744.01,5331.58,2007,"8","viernes",ago. 2007,31
"2801",2007-09-01,140923054.49,143313125.61,185510,2582716.41,7135.29,2007,"9","sábado",sept. 2007,30
"2802",2007-09-02,126666267.93,127986759.15,354380,1735256.28,60385.06,2007,"9","domingo",sept. 2007,30
"2803",2007-09-03,148667692,148771319.13,29560,166726.16,33539.03,2007,"9","lunes",sept. 2007,30
"2804",2007-09-04,150552615.63,152652097.74,160800,2268683.52,8401.41,2007,"9","martes",sept. 2007,30
"2805",2007-09-05,152070947.26,154008714.58,45920,1999154.43,15467.11,2007,"9","miércoles",sept. 2007,30
"2806",2007-09-06,151908987,151157793.5,23540,186869.54,914523.04,2007,"9","jueves",sept. 2007,30
"2807",2007-09-07,153880478.35,156052726.35,10580,2194631.19,11803.19,2007,"9","viernes",sept. 2007,30
"2808",2007-09-08,144734850.84,149210701.6,198830,4674680.76,NA,2007,"9","sábado",sept. 2007,30
"2809",2007-09-09,128499464.51,133241774.51,261370,5003680,NA,2007,"9","domingo",sept. 2007,30
"2810",2007-09-10,150986571.76,155893859.76,29640,4936928,NA,2007,"9","lunes",sept. 2007,30
"2811",2007-09-11,153420366.3,157907837.63,169130,4656601.33,NA,2007,"9","martes",sept. 2007,30
"2812",2007-09-12,154316611.25,159064212.64,9630,4757231.39,NA,2007,"9","miércoles",sept. 2007,30
"2813",2007-09-13,154543590.21,159119440.84,100570,4676420.63,NA,2007,"9","jueves",sept. 2007,30
"2814",2007-09-14,154471681.69,159023719.69,16410,4568448,NA,2007,"9","viernes",sept. 2007,30
"2815",2007-09-15,144062649.92,148936454.83,43520,4917324.91,NA,2007,"9","sábado",sept. 2007,30
"2816",2007-09-16,125894044.94,130413436.24,88510,4609649.09,1747.79,2007,"9","domingo",sept. 2007,30
"2817",2007-09-17,148615329.29,149744613.81,456360,1592257.77,6613.25,2007,"9","lunes",sept. 2007,30
"2818",2007-09-18,153457334.42,157592899.71,17220,4152785.29,NA,2007,"9","martes",sept. 2007,30
"2819",2007-09-19,155334885.96,160071129.96,137260,4873504,NA,2007,"9","miércoles",sept. 2007,30
"2820",2007-09-20,153779886.71,157822661.94,24240,4068622.84,1607.61,2007,"9","jueves",sept. 2007,30
"2821",2007-09-21,154624930.22,154445119.22,174500,7043.15,12354.15,2007,"9","viernes",sept. 2007,30
"2822",2007-09-22,146046984.68,145888565.07,152480,5561.49,11501.1,2007,"9","sábado",sept. 2007,30
"2823",2007-09-23,130054322.65,130256555.44,149950,356485.35,4302.56,2007,"9","domingo",sept. 2007,30
"2824",2007-09-24,151693765.39,152530130.45,104420,948333.52,7548.46,2007,"9","lunes",sept. 2007,30
"2825",2007-09-25,153119610.5,154105727.13,60010,1054015.6,7888.97,2007,"9","martes",sept. 2007,30
"2826",2007-09-26,152192929.27,151156758.47,1020940,6145.05,21375.85,2007,"9","miércoles",sept. 2007,30
"2827",2007-09-27,152346362.57,151391595.28,994950,59930.1,19747.39,2007,"9","jueves",sept. 2007,30
"2828",2007-09-28,154104841.16,154082762.4,137420,130117.81,14776.57,2007,"9","viernes",sept. 2007,30
"2829",2007-09-29,145074919.03,145137001.98,37830,107747.72,7834.77,2007,"9","sábado",sept. 2007,30
"2830",2007-09-30,128611589.8,129700551.02,454750,1544631.28,920.06,2007,"9","domingo",sept. 2007,30
"2831",2007-10-01,148419506.11,148491521.07,21560,105178.53,11603.57,2007,"10","lunes",oct. 2007,31
"2832",2007-10-02,151717631.25,151237852.49,69510,94292.05,504560.81,2007,"10","martes",oct. 2007,31
"2833",2007-10-03,152800823.48,154044688.57,52690,1315351.04,18795.95,2007,"10","miércoles",oct. 2007,31
"2834",2007-10-04,153701478.42,156761565.34,35750,3098191.84,2354.92,2007,"10","jueves",oct. 2007,31
"2835",2007-10-05,153513996.23,156799203.74,60010,3350035.59,4818.08,2007,"10","viernes",oct. 2007,31
"2836",2007-10-06,145060267.14,147191089.65,56610,2192068.86,4636.35,2007,"10","sábado",oct. 2007,31
"2837",2007-10-07,129246449.31,132583977.48,369730,3709655.87,2397.7,2007,"10","domingo",oct. 2007,31
"2838",2007-10-08,150941978.92,153051666.3,133300,2248506.87,5519.49,2007,"10","lunes",oct. 2007,31
"2839",2007-10-09,151841837.36,155098814.28,77680,3338595.1,3938.18,2007,"10","martes",oct. 2007,31
"2840",2007-10-10,151469953.29,151521932.2,30310,95997.76,13708.85,2007,"10","miércoles",oct. 2007,31
"2841",2007-10-11,152016895.23,151976484.74,34230,9415.7,15596.19,2007,"10","jueves",oct. 2007,31
"2842",2007-10-12,152317381.03,152328673.15,41610,62066.72,9164.6,2007,"10","viernes",oct. 2007,31
"2843",2007-10-13,144014200.27,145273774.46,52250,1318250.64,6426.45,2007,"10","sábado",oct. 2007,31
"2844",2007-10-14,127029293.95,128732599.07,105650,1808955.12,NA,2007,"10","domingo",oct. 2007,31
"2845",2007-10-15,127544907.73,129130000.94,212980,1801609.21,3536,2007,"10","lunes",oct. 2007,31
"2846",2007-10-16,150049842.29,151044211.51,67340,1069697.72,7988.5,2007,"10","martes",oct. 2007,31
"2847",2007-10-17,153719587.54,155046776.9,33360,1366924.89,6375.53,2007,"10","miércoles",oct. 2007,31
"2848",2007-10-18,153466791.71,154337781.63,170890,1068705.59,26825.67,2007,"10","jueves",oct. 2007,31
"2849",2007-10-19,151270495.11,151262782.24,170870,185595.06,22437.93,2007,"10","viernes",oct. 2007,31
"2850",2007-10-20,143297117.95,143754815.94,80740,556024.72,17586.73,2007,"10","sábado",oct. 2007,31
"2851",2007-10-21,127536804.06,129106425.19,212980,1786351.22,3750.09,2007,"10","domingo",oct. 2007,31
"2852",2007-10-22,149361076.45,151009308.7,191680,1849120.52,9208.27,2007,"10","lunes",oct. 2007,31
"2853",2007-10-23,152487861.06,153855428.97,41080,1416366.61,7718.7,2007,"10","martes",oct. 2007,31
"2854",2007-10-24,151999462.83,152912871.51,122670,1050944.54,14865.86,2007,"10","miércoles",oct. 2007,31
"2855",2007-10-25,150220652.95,153602753.54,621250,4007891,4540.41,2007,"10","jueves",oct. 2007,31
"2856",2007-10-26,151456106.89,155335656.83,50110,3934075.78,4415.84,2007,"10","viernes",oct. 2007,31
"2857",2007-10-27,141948943.89,143160422.64,59000,1282401.11,11922.36,2007,"10","sábado",oct. 2007,31
